Title,Review_Date,Author,Rating,Review_Title,Review,Review_Url
Blackhat,16 January 2015,george.schmidt,1," Complete waste of time; you've been warned.
","BLACKHAT (2015) * Chris Hemsworth, Leehom Wang, Wei Tang, Viola Davis, John Ortiz, Andy On. Snoozefest techie infused 'suspensor' (um, no) with lunkhead Hemsworth sorely miscast as a computer wiz let out of prison to help global feds track a cyberterrorist while the clock ticks and tedium glazes over no thanks to a bore/chore screenplay by novice Morgan Davis Foehl with no tension, drama or chemistry by all principals who either are in a monotonic state or just bored (or vastly wasted of their talent, hello Ms. Davis). Truly surprising is how filmmaker Michael Mann barely sustains any color of liveliness in spite of a sprinkle or two of violence. Complete waste of time; you've been warned.",/review/rw3277305/?ref_=tt_urv
Blackhat,12 April 2021,potipiroon,3," Not worth our time.
",I would like to characterize this movie in three simple statements (1) way too long (2) poor casting and (3) lack of character development. It was overall boring as heck!,/review/rw3277305/?ref_=tt_urv
Blackhat,22 September 2015,phd_travel,3," Boring and badly directed
","How could an international cyber thriller with a stellar cast including Chris Hemsworth, Viola Davis and Asian stars Lee Hom Wang and Tang Wei flop so spectacularly? Bad directing and a poor screenplay. Michael Mann who gave us one of the most exciting adventure movies of all time 'Last of the Mohicans' totally lets us down here. The pace is slow. The camera work has a distant disinterested feel to it. Crucial plot elements are mumbled. There is hardly any decent soundtrack to build excitement. Killing off several main characters midway was a mistake as well because the cast was the only good thing. The love scenes are totally bland. By the time things come together you just don't care anymore. The ending is so underwhelming.",/review/rw3277305/?ref_=tt_urv
Blackhat,15 July 2015,Buddy-51,7," Better than the movie's rating would indicate
","In computer parlance, a ""black hat"" is a person who hacks computer security systems not for political purposes but for self-enrichment and malice. And the black hat in Michael Mann's cyber thriller entitled ""Blackhat"" is one malicious dude indeed, utilizing his skills to not only hack into bank accounts but to cause a meltdown in a Chinese nuclear power plant. Tracking down the culprit becomes the job of the FBI, led by Viola Davis, and Chris Hemsworth, a hacker-with-a-heart-of-gold who's currently spending time behind bars and whose sentence will be commuted if he agrees to help law enforcement track down the culprit. (Naturally, he does).",/review/rw3277305/?ref_=tt_urv
Stick It,7 May 2006,Carycomic,10," I have now seen this movie, four times in a row.
","Yep! You read that right. And, I enjoyed it, each and every time. ",/review/rw1354258/?ref_=tt_urv
Stick It,26 April 2006,Movieguy_blogs_com,6," For what it was, this was an okay film.
","In 'Stick It' Missy Peregrym plays Haley Graham, a troubled ex-gymnast. When her adolescent antics bring her before the judge, she is given the choice of either jail time or back to training. Burt Vickerman (Jeff Bridges) is reluctant to bring her back. After walking out on the national championship, she is hard to trust. She let a lot of people down that day, friends and foes alike, but not everything is what it seems.",/review/rw1354258/?ref_=tt_urv
Stick It,29 April 2006,taydiggity,6," Stick It to the Teen Movie
","So maybe it isn't an Oscar winner, but Stick It was, by far, certainly not the worst movie to hit theaters this year. No, Tristan & Isolde would take that honor. Still, I thought this movie was worth a review written by someone who was not so obviously a guy dragged to the theater by his girlfriend and by someone with some prior experience in the gymnastics world.",/review/rw1354258/?ref_=tt_urv
Stick It,12 March 2008,abbywts,7," Surprisingly good teen movie
","This is a movie I SHOULD have hated. It fits into several genres I normally can't stand. It's a teen movie (hate them), it's a sports movie (hate them), it's a formulaic troubled teen makes good with help of mentor movie (you get the idea). It came on cable one day and I ended up sticking with it-I'm glad I did. Instead of hating it, I found myself enjoying it quite a bit. It's definitely formulaic, but so are 95% of the movies out there, anyway. They just pull off the formula very well. Gymnastics is something I have a great deal of respect for (unlike figure skaters, sorry), those people are hardcore athletes. The scenes involving the actual gymnastics, whether in competition or practice, are filmed quite creatively. The actors are cast well, also, especially the lead. She looks so...all-American, for lack of a better description, and can actually act. I'm not a teenager, BTW, so I would imagine teens would enjoy this even more.",/review/rw1354258/?ref_=tt_urv
Stick It,26 April 2020,awesomexxxgirl,9," Well damn didn't expect this to be so good
",I looked at this film and thought meh might as well by producers of bring it on so its gotta be some what good but damn I didn't expect it to be so god damn good and hilarious loved every minute of it 😂👌,/review/rw1354258/?ref_=tt_urv
Stick It,29 April 2006,grahamjonesjr,9," This Film Had HEART
","This was a wonderful film with lots of heart. The other people in the audience that I saw it with clapped at the end just like I did. How many films are there about the world of gymnastics? It was original, and the kids were a lot of fun. The writer-director also wrote BRING IT ON, another wonderful film, tighter script -but not as much heart.",/review/rw1354258/?ref_=tt_urv
Stick It,4 May 2006,graciegurl2005,10," Just FUN!
","While of course its not Oscar material, this movie is just a blast to watch! I left the theater in a better mood then I was before I went in. In my opinion, that says a lot about a movie. If you are looking for a film to make you feel good and put a smile on your face, this is definitely a good pick.",/review/rw1354258/?ref_=tt_urv
Stick It,2 May 2019,sherae-82685,10," The most underrated movie ever
","""Good thing I didn't like falling. I loved it""",/review/rw1354258/?ref_=tt_urv
Stick It,19 July 2007,christian123,5," It's my favorite guilty pleasure from 2006
","Haley Graham (Missy Peregrym) is a rebellious teen forced to attend a tough gymnastics academy after driving a motorcycle through a window. There, she gets into it with the tough coach (Jeff Bridges) and other girls, but they all have to work together if they want to win a gymnastic championship.",/review/rw1354258/?ref_=tt_urv
Stick It,6 May 2006,electrikbrunette,10," A teen girl, in trouble with the law, is forced to come out of retirement and return to gymnastics, a sport she hates
","This movie was hilarious! I wouldn't recommend it for an older age group, but any teens that are looking for a nice, clean, funny, entertaining movie should definitely check this out! The opening of the movie is extremely creative, and you immediately get a feel for the type of teen bubbly movie it is. There are a few serious points, but all in all the main message of this movie is just because an adult says it, it doesn't make it right. Cheesiness is a given within this movie, as are tons of laughs, beautiful girls, attitude, and two gorgeous guys. Most definitely NOT for a person looking for an award winning performance, but it IS for someone looking for a few laughs and to leave the theater satisfied.",/review/rw1354258/?ref_=tt_urv
Stick It,8 January 2019,kym-jones,8," The teen flick you'll actually like years after.
","I have to admit, when i first came across this movie i was sceptical. I thought it was another teen movie, and while it it, more than 10 years after the movie came out i still find myself enjoying the movie!",/review/rw1354258/?ref_=tt_urv
Stick It,7 May 2006,typhill,," Sticks It to your mind
","Didn't know what to expect from this movie, the movie surprised me a lot. The first bit was slow and I thought it was going to be a bad movie but it really picked up and made me go ""Whoa"" I really enjoyed the acting of Missy Peregrym(Hailey), she really deserves to get more parts and I hope to see her in many future movies. None of the other actors really stood out, except for her.",/review/rw1354258/?ref_=tt_urv
Stick It,19 May 2020,ancstickers,9," Such a good movie
","This used to be my favorite movie when I was younger because I used to be in gymnastics, and it was so cool to watch and ""fan girl"" over the gymnasts in this movie. Just watched it, 15 years later and I still LOVE it! No idea how this has 6.4 stars...",/review/rw1354258/?ref_=tt_urv
Stick It,3 May 2006,coopcollects,7," Hey, this wasn't that bad actually
","OK Sure, we have all seen this plot line thousands of times before, a ""bad"" kid runs afoul of the law/parents/teachers blah blah blah. They have to go back and compete in the sport/competition that they were considered to be a natural in ""You have more raw talent then I have even seen before."" They make good on that promise and redeem themselves and yes everything is right with the world. OK I admit it, I like it every time I see it. We all root for the underdog, it's the freaking American way people!!! Go see this movie, it's entertaining, well shot and has a few laughs along the way to boot. I thought it was well done and easy to watch.",/review/rw1354258/?ref_=tt_urv
Stick It,24 April 2006,Tweety0402,10," So bad that it's good
","Let's just state the obvious: a movie like ""Stick It"" is not one that will ever be up for any kind of award. It's just not that kind of flick. It also is a girly teeny-bopper movie. Taking this into mind, is where I start basing my judgment on any movie.",/review/rw1354258/?ref_=tt_urv
Stick It,1 May 2006,deanbivensnyc,5," Pretty average.
","Drenched in rainbow colors and featuring multiple training montages scored to Green Day and Blink 182 (including a Busby Berkeley-inspired synchronized stretching sequence), Stick It assumes an insolent air while thoroughly adhering to countless clichés, from the bitchy adversary (Vanessa Lengies's Joanne) who ultimately joins forces with Haley, to the superfluous comedic relief characters (played by Kellan Lutz and John Patrick Amedori), to the eventual triumph achieved via the girls' decision to reject their manipulative parents and be themselves. That the film tries too hard to strike a hardcore pose is epitomized by Peregrym, whose charisma as Haleya sweet Skittle masquerading as a Sour Patch Kidis often undercut by her strained efforts to behave simultaneously cute, bratty, and tough.",/review/rw1354258/?ref_=tt_urv
Stick It,4 June 2006,Robert_duder,8," Strong film that lacked a certain depth
","Stick It is a rebellion film for a new generation. I don't mean to imply that it's some sort of classic but young people, teenagers, girls and guys will probably gravitate to it as the type of film Rocky, or Karate Kid was many years ago. It's about over coming fear, it's about bettering yourself, and it's about fighting for what you believe in and sticking it to those who try to stop you. It is rebellion. In her directorial debut writer and director Jessica Bendinger captures that spirit very well. The film follows a fairly predictable recipe but at the same time doesn't quite hit the mark like other films in the same genre. Bendinger who also wrote the teen smash Bring It On, which was brilliantly satirical, and funny, and ridiculous and yet encouraging all at once, tries to give that spirit to Stick It but somehow doesn't quite pull it off.",/review/rw1354258/?ref_=tt_urv
Stick It,22 January 2019,tabuno,8," A Fascinating, Human Look at Female Gymnastics
","14 May 2006. Stick It hits a solid landing in the narrative-driven, juvenile female drama of gymnastics with a nice unusual twist with a message. This gymnastics movie has more interesting behind the scenes looks at this sport bringing both educational and entertainment value not typically experienced in sports movies. The acting is good, the comic value fun, the drama decent. This is good summer, female movie with sensitivity and improves on its predecessors like The Cutting Edge. While not a serious drama, this family movie brings with it a nice balance of family values, rebellious teen coming of age movie, and light humor that maintains an edge. Eight out of Ten Stars.",/review/rw1354258/?ref_=tt_urv
Stick It,8 October 2006,gtc83,1," If you're over the age of 9, you will not be able to endure this
","So some girl is a teenage delinquent, performing stunts on her BMX bike with her two buddies. She accidentally rides her bike through the window of a house, causing thousands of dollars in damage, and she's given the choice of juvenile detention, a military academy, or to go back to gymnastics training. (She used to be the greatest gymnast in the whole world, yadda yadda yadda). She gets stuck with the gymnastics training, and off we go. The other girls don't like her, she quit the team before and besides they're all jealous of her because she used to be the greatest gymnast in the whole world...",/review/rw1354258/?ref_=tt_urv
Stick It,25 June 2006,DarkVulcan29,10," It's no Bring It On
","I went to this movie with my girlfriend, thinking this is another Bring It On wannabe. Man was I wrong, It proves 10 times more enjoyable then Bring It On ever could be. The movie begins with Haley Graham(Missy Peregrym) a wild and out 18 year old, whose parents are divorced, and simply use her to get back at each other. After a run in with the law, and being an ex-gymnast, the court sends her to a gymnastics academy. Under the supervision of Burt Vickerman(Jeff Bridges) there strict but calm coach. I liked the idea that was not a Bring It On copy. Haley is no goody girl like Torrence was from Bring It On. Jeff Bridges is great has there coach. Missy Peregrym gave quite an amazing performance as Haley, I hope she will have a long career ahead of her.",/review/rw1354258/?ref_=tt_urv
Stick It,28 April 2006,surferchicky92,8," A really good teen movie
","""Stick It"" was an unexpected but very pleasant surprise. I think Jessica Bendinger may be one of the next big writer/director combos. Jeff Bridges gives a stellar performance as Burt Vickerman, the tough love gymnastics coach. Everyone in this movie did a great job. The gymnastics was phenomenal, especially the scene where Way-Way does balance beam routine. The only thing that bugged me was the ""walking out on the finals"" thing. You spend the movie wondering what would make her do that, and then what you find out turns out to be still pretty bad, but not as bad as you thought it would be. Overall, it has a good message about conquering obstacles. I give it an 8.5/10.",/review/rw1354258/?ref_=tt_urv
Stick It,21 May 2006,hcalderon1,10," This movie puts Bring It On in its place.
","This movie begins with 18 year old Haley Graham, whose parents are idiots, after a run in with the law and being a ex-gymnast, she is sent to gymnastic academy led by the strict but calm coach Bert Vickerman. But Haley does not seem to get respect from her team mates, while Haley doesn't seem to respect them either. Can Haley get it together with her team mates so they all could become winners. This movie goes the level that Bring It On wouldn't go, I won't say what it is, you'll have to see the movie. This movie had incredible gymnastic scenes, it also was well acted by everyone in the film. I can't wait to own it on DVD. This movie is one for those who are interested in gymnastics.",/review/rw1354258/?ref_=tt_urv
Stick It,21 July 2018,emgmail05,9," Inspiring! Makes you wanna me a bad ass gymnast
",I really liked this movie. It made me wanna join gymnastics. The movie is funny if you get the punch lines.,/review/rw1354258/?ref_=tt_urv
Stick It,30 April 2006,lloyd dobler,1," The following is a list of people that shouldn't direct.
",1) Jessica Bendinger.,/review/rw1354258/?ref_=tt_urv
Stick It,28 April 2006,billm-17,1," Just...wow
","So I just returned from Stick It, because my date didn't want to see Silent Hill and we both hate action movies, leaving our options limited. But enough about me, more about this abortion of cinema that is ""Stick It"".",/review/rw1354258/?ref_=tt_urv
The Falling,17 October 2014,Sergeant_Tibbs,6," A clunky mystery with few noteworthy aspects.
","One of the London Film Festival's handful of world premieres, The Falling had naturally generated buzz as it's a film funded by the BFI, which is quite unusual for them. Unfortunately, while it has its merits, it doesn't quite live up to expectation as a whole. That said, the limited budget is impressively spread out with a solid cast including Game of Thrones' Maisie Williams and convincing 1960s production and costume design. The creativity of director/writer Carol Morley is less striking. It's a film interested in starting a lot of tangents without finishing them, or instead giving us underwhelming payoffs. It's built on the backbone of an odd mystery, one it's uninterested in resolving, but interested in escalating. ",/review/rw3311267/?ref_=tt_urv
The Falling,1 November 2015,Leofwine_draca,4," All over the place
","THE FALLING is a film detailing an outbreak of fainting at an all-girl school in 1969. Such events are well-documented in real life and often have the authorities and various specialists puzzled, although it's widely acknowledged that they're psychosomatic in nature. So there's potential here for an interesting storyline.",/review/rw3311267/?ref_=tt_urv
The Falling,1 June 2015,cooperm-26264,3," Falling Flat
","I had the (dis)pleasure of seeing Carol Morley's The Falling during an evening with my housemates. Having read a brief summary of the plot of the film, as well as having viewed an online trailer several months in advance, I was intrigued, if somewhat confused. Neither the synopsis nor the trailer gave much away concerning the storyline. Now, having seen the film in its entirety, I can safely say I'm none the wiser. If anything, I'm much more confused.",/review/rw3311267/?ref_=tt_urv
The Falling,6 February 2017,Tweekums,9," This film won't be for everybody but I really enjoyed it
","Set in a small all-girl school in 1969, this film is centred on pupil Lydia Lamont who is virtually inseparable from her best friend Abbie Mortimer. Lydia is not too impressed when Abbie announces that she has started having sex. It soon emerges that Abbie is pregnant and the girls discuss what she should do but then Abbie collapses and dies. Not long after that Lydia faints at school; she isn't the last girl to faint; soon most of the pupils are collapsing as well as a young member of staff. The school authorities have no idea what to do; are the girls all faking it? Is it a case of mass hysteria? Or is there a medical cause? While this is going on Lydia starts to explore her own sexuality and ultimately learns why her mother hasn't left the house for sixteen years.",/review/rw3311267/?ref_=tt_urv
The Falling,6 February 2017,paul2001sw-1,6," Blander than it should be
","When a charismatic classmate dies, her school-friends start to suffer from a mysterious mass fainting fit. Is it supernatural, grief or just a cry for attention? The headmistress (well-played by Greta Saatchi) just wishes it would all go away. It's a nice concept, but the film seems too obviously sympathetic to the girls, without really letting us inside their heads. Oddly, they don't seem to be so freaked out by their condition. Also, the soundtrack is absurdly intrusive, and deflates rather than enhances the natural atmosphere. And there's just a little too much in the way of extraneous plot - budding sexuality, a troubled mother - daughter relationship - to truly build the sense of claustrophobia which would be needed to make the film a success. Overall, it's just a little bit blander than one might have hoped.",/review/rw3311267/?ref_=tt_urv
The Falling,27 April 2015,philipfoxe,4," Somewhat underwhelming
","Always best on IMDb to ignore the entire crop of 5 starred reviews. They are either deliberate plants to puff the film or starry eyed peeps of little discrimination. I really wanted to like this film. More than decent cast; great location; credible period (late 60's) After 20 minutes I was struggling to keep my eyes open. Several people in the audience just got up and left. Can't quite put my finger on it. It kept hinting as social 'issues' but nobody actually verbalised them. Lots of serious thesps giving deep and meaningful looks, but never saying anything. And why do directors think everyone in the 60s chain- smoked....at assemblies! They didn't!",/review/rw3311267/?ref_=tt_urv
The Falling,30 November 2015,bob_meg,8," An introspective, claustrophobic tale of teen malaise, late '60s Britain style
","Carol Morley's second feature achieves something rather spectacular, given that it's one of those indolent period pieces featuring two drastically different girlhood friends in Britain, circa 1969, both attending a strict repressive girl's school.",/review/rw3311267/?ref_=tt_urv
The Falling,25 April 2016,jangreenhill1,2," Don't waste your time
",****MASSIVE SPOILER***,/review/rw3311267/?ref_=tt_urv
The Falling,4 May 2015,martin-807-452270,1," Painfully pretentious.
",Saw The Following last night. ***SPOILERS***,/review/rw3311267/?ref_=tt_urv
The Falling,3 February 2015,rosiealaska,9," A visually stunning and multi-faceted mystery drama.
","In 1969, Lydia (Maisie Williams) and Abbie (Florence Pugh) are two best friends at an English girls' school, but their peace is shattered when Lydia is taken over by a mysterious illness. Her behaviour becomes erratic and uncontrollable, and as a result, her emotionally distant mother (Maxine Peake) becomes increasingly disquieted. As the illness spreads throughout the school, it begins to take its toll and tear the tight-knit group apart, and the cause of it seems to lie deeper in the minds of the girls than anyone could ever have expected.",/review/rw3311267/?ref_=tt_urv
The Falling,27 April 2015,darren-153-890810,3," An absolute cringefest
",Having watched the trailer this looked like a very interesting movie.,/review/rw3311267/?ref_=tt_urv
The Falling,12 May 2016,851222,2," Garbage
",Greetings from Lithuania.,/review/rw3311267/?ref_=tt_urv
The Falling,30 August 2015,t-dooley-69-386916,6," Entertaining film that could have been better
",Set in the 1960s at an all girl school we meet Lydia (Masie Williams) who has a best friend in Abbie. They have it all as friends and a love of nature centring around an old oak tree. They have a mixed bag of teachers who seem to adhere to Victorian values and modesty principles – that is despite the burgeoning 'summer of love'.,/review/rw3311267/?ref_=tt_urv
The Falling,20 April 2015,Vivbot,1," Powerfully bad
","What's truly depressing about this film is how many female roles it offered, and how all of them conformed to vapid, tired stereotypes about femininity: women as emotional, irrational, kooky, governed by hysteria and the moon, nature, water - victims of their own bodies which are there to get them raped (which in this film life-destroying, as cliché dictates), pregnancy (which literally and inexplicably kills one character in a regrettable case of 'fridging') or Victorian fainting sickness. It tries to be confrontational in its treatment of female coming of age but has created a vacuous surface-deep depiction that offers girls up as wan little nail-chewing nothings fit for being looked at only, preferably in school uniform. Script dismal, acting heroic considering this. Ghostly recaps of dialogue from five minutes earlier in the film show the director's underestimation of her audience, which might explain why all other elements of theme and plot are equally heavy handed. A coy film that tries to shock with metaphors for female self-pleasuring - when actually a long w*nk at home would have been a much better use of time.",/review/rw3311267/?ref_=tt_urv
The Falling,5 November 2015,morrison-dylan-fan,8," ""It's all about...perception.""
","Whilst taking a look on Youtube at trailers for upcoming movies I stumbled on a review by British critic Mark ""big hands"" Kermode on a stylish-looking Supernatural Drama.Walking home a few weeks later,I decided to take a look in a local second hand DVD store,and I was delighted to spot the official DVD being sold for only £2! Which led to me getting ready to fall into the falling.",/review/rw3311267/?ref_=tt_urv
The Falling,7 September 2015,BloodGuts,8," An intensely mild ride through 1960's
","Maisie Williams is extraordinary in the lead role as a band of school girls fall foul of an epidemic that causes them to faint. With no sign of any other health issues, the school teachers and parents are lead to believe this could all be a hoax at the hands of the attention seeking Lydia (Williams) who's close clique friends fall victim first.",/review/rw3311267/?ref_=tt_urv
The Falling,23 August 2015,FlashCallahan,10," I feel so conscious.......I feel so free.......
","Intense and clever Lydia and rebellious Abbie, are both 16 years old and studying at the same, overly strict, school. ",/review/rw3311267/?ref_=tt_urv
The Falling,22 November 2019,TheMovieDiorama,5," The Falling collapses its ambitious intrigue through overextended fainting spells.
","Puberty is a strong advocate for personable change. Experiencing the evolutionary adolescence that transforms sprouted children into blossoming young adults. Yet, the journey is rarely uncomplicated, demanding physical and mental energy that springs hormonal tendencies into action. None more demanding than the friendship between youthful girls, minor fraternities conjuring rites of passage to solidify bonds. Morley's distinctively bold mystery encompasses the pubescence of an all-girl school, experiencing synchronised mass hysteria after the tragic death of a fellow pupil.",/review/rw3311267/?ref_=tt_urv
The Falling,26 November 2015,wellthatswhatithinkanyway,4," Beguiling mystery/drama film
",STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning ,/review/rw3311267/?ref_=tt_urv
The Falling,6 May 2017,JamesHitchcock,3," Overwrought, Hysterical and Simply Baffling
","""The Falling"" is set in an English girls' school in 1969. This is a day school rather than a boarding school, but it nevertheless has something of the strict public-school ethos about it. Abigail ""Abbie"" Mortimer and Lydia ""Lamb"" Lamont, two pupils at the school, are best friends. Indeed, it is implied that they may be more than just good friends, although whether they are actually having a lesbian relationship is never made explicit. In any case, Abbie cannot be exclusively lesbian as we learn that she has become pregnant by a boyfriend. And then the film starts to get very weird.",/review/rw3311267/?ref_=tt_urv
The Falling,13 August 2017,bob the moo,," Infuriating to see its strengths but to find that accessibility is not one of them (mild SPOILERS)
","I was curious to see The Falling because of the near universal praise that it got from critics; when I saw that the opposite tended to be true when it came to viewers. With the director's previous film (Dreams of a Life) I had liked what it did well, but didn't feel it wholly worked. With The Falling, I can see a lot of interest in there, and an inherent sense of beauty and sadness in the delivery – and a big part of the snob in me wants to side with the critics in saying how fantastic this film is. However the truth is that it constantly left me on the outside looking in, with mysteries around the characters that were never really satisfied, and a final reveal that comes out of nowhere and does little to nothing to fill the void retrospectively.",/review/rw3311267/?ref_=tt_urv
The Falling,28 February 2018,FountainPen,3," FAIL ! Excellent potential but NOT realised 3/10
","Brilliant storyline which could have resulted in a powerful, positive movie, but this production falls flat, with lots of ups and downs, unhappily. The film is plagued by a few nasty, loud songs apparently by below-par folk ""artistes""; these annoying puerile songs should have been deleted or replaced with something appropriate. and appealing ",/review/rw3311267/?ref_=tt_urv
The Falling,6 May 2016,dfranzen70,3," Mystery? What mystery?
","The premise surrounding The Falling is intriguing. At an all-girls school in 1969, students fall faint following an on-campus tragedy. The fainting spells don't last long, but since fainting is hardly a contagious disorder, the underlying cause is unknown. Worse - and unsurprisingly - most of the non-fainters believe that the girls are faking their episodes.",/review/rw3311267/?ref_=tt_urv
The Falling,18 December 2021,dr_clarke_2,7," Flawed but worth watching
","The Falling was the second feature film directed by Carol Morley, best known prior to this for her drama-documentaries including Dreams of a Life. Released in 2014 to some acclaim, the film is set in a girl's school in 1969 and provides a heady brew of sexual awakenings, mystery and, erm, incest.",/review/rw3311267/?ref_=tt_urv
The Falling,5 September 2015,trpuk1968,1," another awful, boring, vacuous British 'film'
","I think I'm going to give up on 'British film' altogether because I can count on the fingers of one hand the number of decent British movies I've seen in the last ten years. Kill List, Wuthering Heights, Duke of Burgundy, Children of men, Never Let me go, Brothers of the Head. OK, OK it's up to six.",/review/rw3311267/?ref_=tt_urv
Marvel's Guardians of the Galaxy,29 October 2021,mlucero1983,10," Worth every penny!!!
","Different Developers, sale publisher. So YES the game is different. Compare it to Mass Effect. Play as one character and control others thru commands. Simple right? Somewhat.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,31 October 2021,Master_Strange,8," Solid Game Definitely Worth Picking Up
","After the Avengers game Square Enix had to pull one out out the bag with this one to save face. Well I personally think this is a corker of a game. Been a fan of both the comics and the moves is was so happy to see all the references to characters an event that have taken place, the history is based more of the comics and dose a good job of giving info of the individual guardians back stories with collectibles to fine during the storie. The designs of the characters of familiar different and don't look quite so jarring as the faces in avengers which in my opinion still need changing.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,7 November 2021,ryet81,8," Fun experience
",I was skeptical going in because of how disappointing The Avengers game was but GOTG is a lot of fun. The characters are all done well and have funny dialogue between each other. The story is interesting and keeps you invested. The gameplay is great and combat sequences are a blast. The cooperative element with the team puts it over the top. The game is also visually appealing and looks fantastic. Ready for some DLC. Great game and definitely worth your time.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,27 October 2021,txfkww,9," Huge improvement from Avengers
","I was skeptical at first (like I think most people were) because of the disaster caused by the Avengers game. I didn't think Avengers was entirely garbage but once you did the story lines there really isn't anything worth doing. This game however is completely different a huge huge improvement. For starters there are no microtransaction. It's single player only and you can only play Star Lord. I'm only about 3 hours into the game so far but the story is great, it's funny, gameplay is pretty different from anything I've played but still fun once you figure it out. I'd say the biggest flaw is not being able to play any of the other Guardians but even that isn't bad. It would be nice but not a huge deal.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,10 June 2022,SkeletonGrimm67,9," Story, Characters and soundtrack are amazing
","The story, characters and soundtrack are amazing. I love the characters even more than the movie-version though i love the movies too. I was so invested in the story and the characters. It's worth every penny.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,26 October 2021,Mike_cole-300-23212,10," Worth buying
",I am really pleasantly surprised with this game.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,7 November 2021,nobleeskimo,9," Stellar performances all around, good-not-great combat
","As far as a story goes, this competes with if not surpasses James Gunn's movies. Voice acting is stellar and the facial animations are nearly flawless. The characters are thoroughly sympathic.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,7 January 2023,cchenders40,9," Underrated Gem and One of the Best Comic Book Games to Date
",Underrated Gem - One of the Best Superhero Games,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,23 December 2021,elliotpower2000,8," Very good
",A very good game I found. Fun mechanics and a good heartfelt story line. Great dialogue with funny moments between all the main characters. Sometimes gets a bit samey however it also has different puzzles.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,26 March 2022,ThunderKing6,10," After trading in my trash 2kay game for this
",This was such a great game that consist of the same game play as previous superhero games. It's not a creative game but I enjoy doing the same junk because that's what game geeks do.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,25 November 2021,kressercolton,10," That's so metal!
","Excellent game. The story is compelling, the gameplay is fantastic and so much fun! It's probably my game of the year for 2021. Hope they put out another one!",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,6 November 2021,jeremy-mierzwa,9," Worth it
",Not only one of the best Marvel games in awhile but also just a damn good game in general. Controlling your teammates is a little annoying but I don't know how they could of done it any better. Definitely worth picking up and hopefully DLC is coming soon.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,7 November 2021,riggs-92733,9," Amazing.
","I'm not fan of Marvel. Their movies are bland and generic. And despite James Gunn giving a new style and tone to the guardians, i didn't care. The guardians movies are too dumb and you can't take anything serious enough to care.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,23 December 2021,msunicorn-85242,10," Absolutely amazing
",The voice acting is simply amazing along with everything else in this game. The graphics simply blew me away. The game is one of the best I have played.,/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,27 January 2022,logantoemas,9," What a turnaround
","From Square's miserable flop, aka Marvel's Avengers, being one of the most agonizingly mediocre games I've ever played, to Guardians of the Galaxy, which improves on gameplay, story elements, writing, structure, stability, controls, bugs, soundtrack, writing (did I forget to mention writing?) Honestly I'm glad that the Avengers game picked a unique protagonist but JESUS is she one of the most abhorrently written, annoying, nosy, headache machines with legs I've ever come in any form of contact with. Seeing more of a scrappy team like the Guardians seeing a slightly different universe of story from the MCU definitely feels more deserved, and the developers must have realized how terribly they messed up prior. I don't think Avengers is an awful game but it underdelivered on everything it wanted to live up to. Solid turnaround, let us hope this upward direction continues for these guys.",/review/rw8333949/?ref_=tt_urv
Marvel's Guardians of the Galaxy,24 November 2021,I_Have_The_Big_Stupid,10," Haven't felt this happy playing a game in a long time.
","Like most people reviewing here I was very skeptical about this game because of The Avengers game. I didn't even make it 3 hours into that game before I stopped playing and never touched it again. This game however, the first night I played it for about 6 hours and didn't notice it had been that long, I lost track of time with this game. Reminds of me when I was a kid and I would constantly be thinking about going home to continue playing the game because it was so fun and that's what I'm thinking about the entire time I'm at work. The game genuinely gave me a Guardians vibe, with the music playing in the background during combat and the way the team just speaks and interacts with each other, the ridiculous messes they get in and the ridiculous way they each have their own solutions to it was very much like the Guardians. Arguments felt genuine to their characters and not out of the blue. The way the characters look, when I saw the trailers and I told myself I hated it. I thought they messed it up just like The Avengers but when I started playing my first thought wasn't, ""it's not that bad"", it was ""wow it actually looks really good"". I love their character designs. I only have one thing that I don't like and it's that the characters can be stiff during cutscenes or dialogue sometimes and the animation just looks a bit awkward but this didn't degrade my enjoyment of the game at all, still a 10/10 for me. I can honestly say this game is pretty close to perfect for me.",/review/rw8333949/?ref_=tt_urv
